neighborhood_id,neighborhood,city_id
11946,"Calle Del Águila, 25",410
11947,Urb. Las Viñas,410
11948,"Calle Elisa Piqueras Lozano, 1",410
11949,Vereda De Jaén,410
11950,Calle Paz,410
11951,"Calle Pintor Quijada, 4",410
11952,Calle Agustina De Aragón,410
11953,Carretera De Jaén,410
11954,"Carretera De Jaén, 84 Pisos 4º A Y B",410
11955,Urb. Los Miguelicos,410
11956,Calle Honduras,410
11957,Calle Hermanos Pinzón,410
11958,N-322,410
11959,Miguel Servet,410
11960,Urb. Vereda De Jaén,410
11961,Calle Aguilas,410
11962,"Calle Doctor Jiménez Díaz, 4",410
11963,"Calle Hermanos Pinzón, 23",410
11964,"Carretera De Jaen, 17",410
11965,"Calle Badajoz, 97",410
11966,"Vereda De Jaén, 59",410
11967,"Bailen, 48",410
11968,Calle Doctor Jiménez Díaz,410
11969,Calle Santiago Rusiñol,410
11970,Calle Del Arcipreste Galvez,410
11971,Calle Antonio Cuevas Belmonte,410
11972,Urb. San Pablo,410
11973,Calle Donantes De Sangre,410
11974,Calle Linares,410
11975,"Calle Argentina, 10 - Ático",410
11976,"Vereda De Jaén, 44",410
11977,"Calle Miguel Servet, 65",410
11978,Urb. 36183-0001,410
11979,Urb. 36337-0001,410
11980,"Calle Bolivia, 1",410
11981,"Benavente, 8",410
11982,Urb. Paraje Hoya Rama,410
11983,"Calle Córdoba, 17",410
11984,"Badajoz, 55",410
11985,"Carretera De Jaén, 53",410
11986,Calle Clara Campoamor,410
11987,Urb. El Plantio,410
11988,"Calle Miguel Servet, Albacete, 45",410
11989,"Calle Del Águila, 4",410
11990,"Calle José Echegaray, 27",410
11991,Calle Córdoba,410
11992,Avenida Primero De Mayo,410
11993,Benjamin Palencia,410
11994,"Calle Málaga, 30",410
11995,Calle Alejandro Vi,410
11996,Pintor Quijada,410
11997,"Avenida Primero De Mayo, 22",410
11998,Paz,410
11999,Calle San Rafael Arcángel,410
12000,La Paz,410
12001,Calle San Alberto,410
12002,"Alcaraz, 1 -B",410
12003,Calle Badajoz,410
12004,Antonio Cuevas Belmonte,410
12005,San Alberto,410
12006,Avenida Los Toreros,410
12007,"Calle Chile, 3",410
12008,Urb. Los Chopos,410
12009,"Calle Miguel Servet, 42",410
12010,Urb. La Hierba Roja,410
12011,"Calle Elisa Piqueras Lozano, 9",410
12012,"Vereda De Jaén, Albacete",410
12013,"Calle Badajoz, 69",410
12014,"Paseo Circunvalación, 80",410
12015,Urb. El Palo,410
12016,San Fernando,410
12017,"Carretera De Jaén, Albacete",410
12018,Urb. Santa Teresa,410
12019,"Calle Caceres, 18",410
12020,"Barrio San Pablo - Ctra. Jaén, 28",410
12021,Calle L,410
12022,Virgen De Cortes,410
12023,Urb. Vereda De Jaez,410
12024,Urb. Si,410
12025,"Plaza Pelibayo, 20",410
12026,"Calle San Alberto, Albacete, 1",410
12027,"Calle Badajoz, 55",410
12028,"Calatrava, 53",410
12029,"Calle Alcaraz, Albacete, 3",410
12030,Urb. Urbanización Centro,410
12031,"Calle Paz, 65",410
12032,Urb. Zona Fatima,410
12033,"Carretera De Jaén, 17",410
12034,"Agustina De Aragon, 27",410
12035,Calle Palencia,410
12036,"Calle González Rubio, 6",410
12037,"Calle Alcalde Martínez De La Ossa, 3",410
12038,"Calle Logroño, 10",410
12039,"Calle Federico García Lorca, 42",410
12040,"Calle Truque, 43",410
12041,Distrito San Antonio Abad - Polígono San Antón,410
12042,"Calle Zamora, 10",410
12043,"Calle Tirso De Molina, 4",410
12044,"Carretera De Ayora, 1",410
12045,"Calle González Rubio, 10",410
12046,"Calle Toledo, 2",410
12047,"Calle Pintor Sorolla, 5",410
12048,"Terreno Diseminados, 4625",410
12049,"Calle Doctor Alonso Vidal, 6",410
12050,"Calle Federico García Lorca, 9",410
12051,"Calle José Isbert, 7",410
12052,"Calle Nuestra Señora De Araceli, 1",410
12053,"Calle Federico García Lorca, 14",410
12054,Urb. Estación De Autobuses,410
12055,"Ensanche, 1",410
12056,Calle Jose Isbert,410
12057,Calle Nuestra Señora De Cubas,410
12058,"Calle Nuestra Señora De Cubas, 9",410
12059,Urb. Edificio Don Pepe,410
12060,Avenida Estacion,410
12061,"Calle Nuestra Señora De Cubas, 4",410
12062,"Calle Federico Garcia Lorca, 9",410
12063,"Calle Vasco Nuñez De Balboa, 22",410
12064,Avenida Estación,410
12065,Calle Federico García Lorca,410
12066,Nuestra Señora De Araceli,410
12067,"Calle Alcalde Martínez De La Ossa, 1",410
12068,"Calle Vasco Nuñez De Balboa, 10",410
12069,Urb. Null,410
12070,"Calle Juan Guspi, 1",410
12071,Calle Tomás Edison,410
12072,"Avenida Estación, 6",410
12073,"Calle Azorín, 9",410
12074,Urb. Edificio Albor,410
12075,Calle Alcalde Martínez De La Ossa,410
12076,Alcalde Martinez De La Ossa,410
12077,"Avenida Estación, 1",410
12078,"Federico Garcia Lorca, 35",410
12079,Urb. Vialia,410
12080,"Calle Alcalde Martínez De La Ossa, 2",410
12081,"Calle Nuestra Señora De Araceli, Albacete",410
12082,"Calle Pintor Zuloaga, Albacete, 1",410
12083,Juan Ramon Jimenez,410
12084,Urb. Altos De Escucha,410
12085,"Calle Amanecer, 21",410
12086,"Calle Albacete, 10",410
12087,"Calle Estanco, 5",410
12088,"Urbanización Vista Alegre, 4",410
12089,"Cm-3203, 25 -29",410
12090,"Calle Agosto, 4",410
12091,"Carretera Jaén, 61",410
12092,"Calle Las Viñas, 31",410
12093,"Calle Las Viñas, 5",410
12094,"Calle Pasico, 11",410
12095,"Calle Amanecer, 55",410
12096,"Calle De Fernando Poo, 1",410
12097,Urb. La Humosa,410
12098,"Calle Viña, 25",410
12099,"Calle San Juan De Dios, 57",410
12100,Distrito Pedro Lamata - San Pedro Mortero,410
12101,"Calle Agustín Córcoles, 4",410
12102,"Calle Méjico, 36",410
12103,"Calle Amanecer, 51",410
12104,Urb. Vistalegre,410
12105,"Calle Amanecer, 43",410
12106,"Urbanización Los Riachuelos, 7 Parcela",410
12107,"Calle Gallo, 4",410
12108,"Calle San Juan De Dios, 29",410
12109,Urb. Los Prados,410
12110,"Calle Cm-3203, 22",410
12111,"Calle Acuario, 24",410
12112,"Calle Profeta Elías, 12",410
12113,"Calle Estrecha, 14",410
12114,"Carretera Jaén, 17 A",410
12115,"Calle Los Riachuelos, 2",410
12116,Urb. Santa Clara,410
12117,"Calle 6, 9",410
12118,Calle Amanecer,410
12119,"Calle Agosto, 24",410
12120,"Amanecer, 44",410
12121,Urb. Aguasol,410
12122,Calle Agosto,410
12123,Calle Doctor Galiacho,410
12124,Calle De Fernando Poo,410
12125,"Gallo, 29",410
12126,"Mejico, 26",410
12127,"Amanecer, 48",410
12128,Carretera Jaén,410
12129,Profeta Elias,410
12130,Urb. Amanecer,410
12131,Urb. Urb. La Ladera,410
12132,"Amanecer, 55",410
12133,Urbanización Prados,410
12134,"Calle Méjico, 26",410
12135,Calle Aguja,410
12136,"Pinos, 15",410
12137,"Calle Los Almendros, 11",410
12138,"Calle Virgen Del Rosario, 3 B",410
12139,"Calle Nuevas, 15",410
12140,"Avenida Aguas Nuevas, 2 Km",410
12141,Urb. No,410
12142,"Calle Amanecer, 48",410
12143,"Carretera Jaén, 116",410
12144,Avenida Guardia Civil,410
12145,"Calle Ramon Gomez Redondo, 26",410
12146,"Calle Ii, 2",410
12147,Urb. Riachuelos I,410
12148,"Carretera Peñas De San Pedro, Km 3.900, 5",410
12149,"Ojos De San Jorge, 134",410
12150,"Calle Tareas, 27",410
12151,Urb. Riachuelos,410
12152,"Calle Doctor Galiacho, Albacete",410
12153,Urb. La Esperanza (Km8 Ctra. De Jaén),410
12154,"Calle Aguja, 31",410
12155,Carretera De Jaén S/N,410
12156,Calle San Juan De Dios,410
12157,"Urb. Riachuelos, 1",410
12158,"Cuatro Evangelistas, 23",410
12159,"Urbanización Los Prados, 124",410
12160,"Guardia Civil, 27",410
12161,Calle Cuatro Evangelistas,410
12162,"Fernando Poo, 12",410
12163,Ronda El Salobral S/N,410
12164,"Calle De Fernando Poo, 10",410
12165,Urb. La Pergola,410
12166,Urb. Riachuelos Ii,410
12167,Urb. (Urbanización La Florida) Nº 133,410
12168,Urb. La Pedrera,410
12169,Camino Del De La Casa Juárez Al Del Molinico S/N,410
12170,"Calle San Juan De Dios, 46",410
12171,Urbanización Riachuelos,410
12172,Urb. Riachuelos 2,410
12173,Ronda Maria Cristina,410
12174,Distrito Medicina,410
12175,"Avenida Rosalind Franklin, 22",410
12176,"Avenida Rosalind Franklin, 17 Y 19",410
12177,"Avenida Rosalind Franklin, 49",410
12178,"Calle Matrona Luisa Rosado, 64",410
12179,Marrubio,410
12180,"Calle Borrajas, 8",410
12181,"Avenida Alcalde Jose Maria Blanc, 37",410
12182,Calle Oregano,410
12183,Avenida Alcalde Josã© Marãa Blanc S/N,410
12184,Avenida Doctor Jose Maria Sánchez Ibáñez,410
12185,"Rosalind Franklin, 29",410
12186,Avenida Doctor Jose Maria Sanchex Ibañez,410
12187,"Avenida Doctor Arturo Cortés, 7",410
12188,Terreno Diseminados,410
12189,Distrito La Pajarita,410
12190,"Calle Nuestra Señora De La Victoria, 2",410
12191,"Calle Alcalde Conangla, 38",410
12192,"Calle Cervantes, 6",410
12193,"Calle Muelle, 14",410
12194,"Calle Nuestra Señora De La Victoria, 13",410
12195,"Calle Salamanca, 17",410
12196,Calle Nuestra Señora De La Victoria,410
12197,Calle Salamanca,410
12198,Calle Cervantes,410
12199,Paseo De La Libertad,410
12200,"León, 22",410
12201,"Calle Cervantes, 2",410
12202,Salamanca,410
12203,Calle León,410
12204,"Calle Cervantes, 20",410
12205,"Calle Ntra. Sra. De La Victoria, Albacete, 11",410
12206,"Ntra. Sra. De La Victoria, 7",410
12207,"Muelle, 3",410
12208,Urb. Centro-Salamanca,410
12209,"Paseo La Libertad, 16",410
12210,Paseo La Libertad,410
12211,"Muelle, 7",410
12212,"San Ildefonso, 2",410
12213,"Cervantes, 48",410
12214,"Calle Nuestra Señora De La Victoria, Albacete",410
12215,"Calle Leon, 22",410
12216,"Nuestra Señora De La Victoria, 14",410
12217,"Alcalde Conangla, 38",410
12218,Distrito La Milagrosa - La Estrella,410
12219,"Calle Alcalde Conangla, 11",410
12220,Calle Miraflores,410
12221,"Carretera De Valencia, Albacete",410
12222,Calle Alcalde Conangla,410
12223,Distrito Industria - Los Llanos,410
12224,Urb. Barrio Industria,410
12225,"Avenida De La Mancha, 10",410
12226,Tinajeros S/N,410
12227,"Calle Mariana Pineda, 43",410
12228,"Avenida Ramón Y Cajal, 43",410
12229,"Avenida Ramón Y Cajal, 1",410
12230,"Calle D, 12",410
12231,"Avenida Cronista Mateos Y Sotos, 22",410
12232,"Urbanización Prados, 14",410
12233,"Calle Alicante, 10",410
12234,"Calle Magallanes, 13",410
12235,"Urb Pinares Del Júcar, 8 Km",410
12236,"Calle Cuchilleros, 14",410
12237,"Plaza Rommel Fernández, 5",410
12238,"Avenida Ramón Menéndez Pidal, 46",410
12239,"Calle Luis Vives, 19",410
12240,"Calle Bruselas, 15",410
12241,Urb. Llanos Del Aguila,410
12242,"Polígono Prolongación Calle-F, 6",410
12243,"Calle Tarragona, 4",410
12244,Urb. Pinares Del Júcar,410
12245,"Calle Paris, 1",410
12246,"Calle Cuchilleros, 11",410
12247,"Calle Miguel López De Legazpi, 36",410
12248,"Avenida Cronista Mateos Y Sotos, 2 C",410
12249,Calle Ignacio Monturiol,410
12250,"Calle Cuchilleros, 1",410
12251,"Avenida Guardia Civil, 14",410
12252,"Calle Miguel López De Legazpi, 32",410
12253,"Avenida Ramón Menéndez Pidal, 48",410
12254,Calle Obispo Tagaste,410
12255,Avenida Ramón Y Cajal,410
12256,"Carretera De Madrid, 14",410
12257,Urb. Los Llanos Del Águila,410
12258,"Calle Obispo Tagaste, Albacete",410
12259,"Calle Miguel López De Legazpi, Albacete",410
12260,Urb. El Trigal,410
12261,Urb. Lllanos Del Aguila,410
12262,"Avenida Cronista Mateos Y Sotos, 10 -3 Drcha",410
12263,"Calle Pablo Medina, 6",410
12264,"Calle Tarragona, 11",410
12265,"Avenida Ramón Y Cajal, 19",410
12266,Ramon Y Cajal,410
12267,Carmen,410
12268,Avenida De La Guardia Civil,410
12269,Carretera De Madrid,410
12270,Calle Urbanizacion Pinares Del Jucar,410
12271,"Calle Juan De Toledo, 54",410
12272,Avenida Cronista Mateos Y Sotos,410
12273,"Avenida De La Mancha, 251",410
12274,"San Antonio, 47",410
12275,"Avenida Ramón Y Cajal, 3",410
12276,"Pinares Del Jucar, 16",410
12277,Calle Iris,410
12278,Urb. Pinares Del Jucar,410
12279,Paseo De La Cuba,410
12280,"Paseo De La Cuba, 20",410
12281,Calle Arquitecto Fernández Y Padre Romano S/N,410
12282,"Calle San Antonio, Albacete",410
12283,"Avenida Ramón Menéndez Pidal, Albacete",410
12284,"Calle Talabarteros, 9",410
12285,"Urbanizacion Pinares Del Jucar, 1",410
12286,Urb. Residencial Santa Cruz,410
12287,"Calle Iris, 23",410
12288,"Isabella Catolica, 20",410
12289,Calle Juan De Toledo,410
12290,Calle Luis Vives,410
12291,Distrito Hospital - Parque Sur,410
12292,"Calle Paraje De Los Perdidos, 1",410
12293,"Calle Arcángel San Gabriel, 23",410
12294,"Calle José Carbajal, 14",410
12295,"Calle Segovia, 4",410
12296,"Calle Segovia, 8",410
12297,"Plaza Miguel Ángel Blanco, 8",410
12298,"Plaza Miguel Ángel Blanco, 12",410
12299,"Calle Segovia, 27",410
12300,"Calle Ramón Casas, 33",410
12301,"Calle Burgos, 7",410
12302,"Calle Tobarra, 29",410
12303,"Calle Jorge Juan, 3",410
12304,"Calle Ejército, 29",410
12305,"Calle Doctor Beltrán Mateos, 14",410
12306,"Calle Pino, 17",410
12307,"Calle Ramón Casas, 21",410
12308,Calle Ciudad Real,410
12309,Avenida De España,410
12310,"Calle Del Angel, 16",410
12311,Urb. Los Pinos,410
12312,Calle Hermanos Falco,410
12313,"Alcalde Conangla, 33",410
12314,"Calle Batalla Del Salado, 20",410
12315,"Avenida De España, 41",410
12316,"Calle Portugal, 3",410
12317,"Calle Francisco Javier De Moya, 48",410
12318,"Calle Del Angel, 25",410
12319,"Calle Tetuan, 4",410
12320,"Calle José Carbajal, 24",410
12321,"Calle Doctor García Reyes, 9",410
12322,"Calle De Cristóbal Lozano, 6",410
12323,"Calle Tobarra, 27",410
12324,Calle Bonifacio Sotos Ochando,410
12325,"Calle Francisco Javier De Moya, 10",410
12326,"Plaza San Felipe Neri, 4",410
12327,"Calle Segovia, 13",410
12328,Cristobal Lozano,410
12329,Calle Pino,410
12330,Calle El Angel,410
12331,Carretera Valencia,410
12332,Doctor Garcia Reyes,410
12333,Alarcon,410
12334,Antonio Gottor,410
12335,"Calle Quevedo, 18",411
12336,"Calle Cervantes, 28",412
12337,"Calle Calvario, 41",413
12338,"Calle Del Gil, 15",414
12339,"Calle Cerrete, 13",415
12340,"Calle Mártires, 58",415
12341,Carretera Montiel Almedina S/N,416
12342,"Calle Jara, 16",411
12343,"Carretera Cr-610, 3 Km",414
12344,"Calle Tahona, 31",416
12345,"Calle Carlos Morales, 7",417
12346,"Calle Barrio Chico, 7 Y 9",411
12347,"Calle De La Fuente, 42",411
12348,"Calle Cruces, 4",418
12349,"Calle Maestro Cabrera, 50",419
12350,"Cidas, 22",411
12351,"Calle Don Juan De Borbón, 27",420
12352,"Calle Cervantes, 19",419
12353,"Calle Don José Francisco De Bustos, 20",411
12354,"Calle Jesus, 3",421
12355,"Plaza Diputación Provincial A, 8",421
12356,"Calle Pozo, 29 B",417
12357,"Calle Eras Altas, 8",413
12358,"Calle Cervantes, 9",414
12359,"Plaza Doctor Alberdi, 2",411
12360,"Calle Navarra, 53",421
12361,"Calle De La Alameda, 10",417
12362,"Calle Aire, 22",422
12363,"Calle La Cruz, 5",423
12364,"Cm-3200, 10",414
12365,"Avenida Ejército Español, 8",417
12366,"Calle Tejeras, 13",411
12367,"Calle Gorgotija A, 14",421
12368,"Calle Cidas, 26",411
12369,"Montiel, Ciudad Real",411
12370,"Calle Tienda, 18",423
12371,"Calle Cervantes, 16",414
12372,"Avenida América, 1",417
12373,"Calle Maestro Serrano, 7",423
12374,"Plaza De San Juan, 6",411
12375,"Calle Nieve, 45",413
12376,"Calle Serrezuela, 37",413
12377,"Calle Santa Ana, 102",417
12378,"Calle Francisco Escribano, 2",419
12379,"Avenida Ejército Español, 6",417
12380,"Calle Calvario, 79",413
12381,"Plaza España, 10",422
12382,Calle Solares S/N,412
12383,"Calle Nuestra Señora De Los Olmos, 52",413
12384,"Calle Escarcha, 4",411
12385,"Calle Agapito Sánchez Muñoz, 15",412
12386,"Calle Feria, 19",424
12387,"Calle José Antonio, 37",415
12388,"Urbanización Los Molares 1, 1",421
12389,"Calle Cidas, 22",411
12390,"Calle Maestro Cabrera, 44",419
12391,"Calle Fernández Buenache, 8",411
12392,"Calle Bartolomé Jiménez Patón, 18",411
12393,Calle Castilla La Mancha,417
12394,"Calle Estudio, 21",411
12395,"Calle Lanza, 4",411
12396,"Calle Espartero, 17",425
12397,"Calle Convento, 1",411
12398,"Calle Don José Francisco De Bustos, 8",411
12399,"Avenida De Los Mártires, 3",420
12400,"Calle Dehesa, 7",424
12401,"Avenida Candido Martinez, 10",419
12402,Dehesa Nueva,424
12403,Albadalejo S/N,423
12404,"Travesía Jorge Manrique, 50",419
12405,"Calle Beato Juan De Ávila A, 13",421
12406,"Calle Doctor Marañón, 21",420
12407,"Calle José Escudero, 97",413
12408,"Calle Agua, 18",418
12409,"Calle Esperanza Alta, 14",418
12410,"Calle Mayor, 43",417
12411,"Calle Cruz, 4",422
12412,"Calle Navarra A, 44",421
12413,"Calle Nueva, 33",414
12414,"Calle Cardenal Monescillo A, 3",421
12415,"Calle Maestro Lara, 32",417
12416,"Calle Nueva, 23",415
12417,"Calle Claveles, 7",415
12418,"Calle Sagrado Corazon, 7 Ny",411
12419,"Calle Castilla La Mancha, 10",417
12420,"Calle Noria, 16",417
12421,"Calle Álvarez Quintero, 12",414
12422,Calle Atilano Morales S/N,413
12423,"Calle Rey Juan Carlos, 28",411
12424,"Calle Maestro Lara, 5",417
12425,"Calle Calvo Sotelo, 15",425
12426,"Carretera De Villahermosa A Carrizosa, 5",424
12427,Avenida De La Mancha S/N,423
12428,"Calle Eras Altas, 20",411
12429,"Cristóbal Colón, 12",414
12430,"Calle Piedras, 19",414
12431,"Calle Real, 11",418
12432,"Montiel, Ciudad Real",412
12433,Avenida Portugal,420
12434,"Calle Alameda, 10",417
12435,"Calle Don José Francisco De Bustos, 4",411
12436,Calle Dulcinea A,421
12437,Tejeras S/N,411
12438,"Calle Ramón Y Cajal, 10",424
12439,Carretera Infantes,422
12440,Urb. Cervantes,411
12441,"Calle Del Duende, 3",414
12442,"Calle Cervantes A, 12",421
12443,"Frailes, 27",411
12444,"Calle Maestro Lara, 23",417
12445,"Calle Disvaron, 54",411
12446,"Calle Santa Ana, 23",417
12447,"Calle Nuestra Señora De La Antigua, 3",411
12448,Calle Castor García Rojo S/N,414
12449,"Calle Cervantes, 10",414
12450,"Plaza De San Juan, 18",411
12451,"Calle Padilla, 52",422
12452,"Calle Nuestra Señora De Los Olmos, 93",413
12453,"Calle De La Fuente, 44",411
12454,"Calle De La Fuente, 39",414
12455,"Calle Del Oro, 9",424
12456,"Calle Gabriel Campillo, 7",412
12457,"Avenida Tercio San Fermín A, 35",421
12458,Cr-632 S/N,411
12459,"Calle Quevedo, 5",411
12460,"Calle Maestro Cabrera, 14",419
12461,"Calle Santa María, 16",413
12462,Don Pedro Fdez. De Sevilla,411
12463,"Pozo Santo, 3",424
12464,"Calle Ermita, 68",414
12465,"Calle Almenas, 48",411
12466,Carretera De Carrizosa S/N,411
12467,"Pio Xii, 24",411
12468,"Calle Carros, 58",411
12469,"Santo, 14",411
12470,"Calle Disvaron, 28 , A",411
12471,"Romeras, 18",411
12472,"Hernan Cortes, 17",425
12473,"Garcia Lorca, 57",411
12474,Carretera Murcia S/N,411
12475,Fray Tomas De La Virgen,411
12476,"Carros, 44",411
12477,"Urb. Jamila, 17",411
12478,"Calle Ramón Y Cajal, 25",419
12479,"Calle Nueva, 47",414
12480,"Calle Real, 1820",413
12481,"Calle Santo Tomas, 22",411
12482,Camino Carrizosa S/N,411
12483,"La Bolea, 17",411
12484,Camino Del Santuario S/N,411
12485,"Calle Duque De San Fernando, 2",411
12486,Avenida De La De Toros S/N,414
12487,"Calle De Pío Xii, 45",411
12488,"Calle Cervantes, 21",411
12489,"Avenida De Los Mártires, 9",420
12490,"Calle Molinillo, 38",414
12491,Calle Zacatín S/N,414
12492,"Carretera De Santa Cruz, 11",416
12493,"Monjas Y Hondas, 37",411
12494,"Calle Matas, 2",426
12495,Correos-Cañamares,424
12496,Fuente,411
12497,Calle Cervantes,411
12498,"Calle San Cristóbal, 16",415
12499,"La Dehesa, 407",414
12500,"Calle Tejeras, 17",411
12501,"Gato, 3",411
12502,"Cm-412, 105 -109",411
12503,Carros S/N,411
12504,Don Tomas El Médico S/N,411
12505,"Tejeras, 6",411
12506,"Almenas, 1",411
12507,"Calle Maestro Cabrera, 16",419
12508,Calle Ramón Y Cajal,414
12509,"Calle Calvario, 31",413
12510,"Calle Fuente, 3",415
12511,"Calle Zarza, 28",419
12512,"Camino La Felipa, La Dehesa, Poligono 20, Parcela 128 S/N",414
12513,"General Perez Ballesteros, 6",411
12514,Avenida De La Constitución S/N,413
12515,"Calle Santo Tomás, 37",411
12516,"Avenida Del Palomar, 48",427
12517,"Carretera Anchuras, 42",428
12518,"Calle Paraje De La Vega, 23",429
12519,"Calle Independencia, 17",429
12520,"Calle Hernán Cortés, 6",428
12521,Cm-403 S/N,430
12522,"Calle Trasera Umbría, 1",427
12523,"Plaza De La Constitución, 1",431
12524,"Calle Milflores, 48",429
12525,"Calle Luciana, 44",429
12526,"Calle Central, 7",427
12527,"Calle Orestes Gómez, 6",432
12528,"Calle Pío Xii, 24",431
12529,"Calle De Los Cortijos, 29",427
12530,"Carretera De Porzuna B, 1",433
12531,"Calle Tejedores, 1",429
12532,"Calle La Sierra, 1",432
12533,"Calle Beato Juan De Ávila, 2",432
12534,"Calle Cervantes, 63",432
12535,"Carretera Navalpino, 25",429
12536,"Calle Real, 80",431
12537,"Calle Covachuelas, 78",429
12538,Calle Aurora S/N,432
12539,"Calle Hernán Pérez Del Pulgar, 1",434
12540,"Calle Real, 33",431
12541,"Calle Cristóbal Colón, 9",432
12542,"Calle Federico García Lorca, 21",429
12543,"Via Velázquez, 69",432
12544,"Calle Siglo Xx, 42",435
12545,"Calle Doctor Isabelo Díaz Toledo, 54",427
12546,"Carretera Porzuna, 1",430
12547,Camino Finca La Salceda S/N,430
12548,"Calle Basalto, 10",429
12549,"Calle Poniente, 6",427
12550,"Calle Castilla-La Mancha, 13",428
12551,"Los Montes, Ciudad Real",432
12552,"Calle San Sebastián, 3",429
12553,"Calle De Ramón Y Cajal, 10",436
12554,"Calle De Alonso Quijano, 3",431
12555,"Calle Calderón De La Barca, 1",428
12556,"Calle La Cruz, 6",432
12557,"Calle Valle De Los Molinos C, 9",427
12558,"N-401, 154",431
12559,Carril De Los Montes S/N,437
12560,"Calle El Molino, 3",432
12561,"Calle Granada, 64",427
12562,"Calle Eras De Abajo, 3",437
12563,"Calle Santa Quiteria, 40",427
12564,"Calle Los Arrieros, 17",427
12565,"Calle La Sierra, 59",431
12566,"Calle Cardenal Monescillo, 20",432
12567,Calle Ancha,427
12568,Centro,427
12569,"Calle San Pablo, 3",427
12570,"Los Montes, Ciudad Real",427
12571,Calle La Barandilla,431
12572,"Plaza El Pinar, 5",437
12573,Carretera Navalpino S/N,429
12574,"Calle Santo Cristo, 39",429
12575,"Calle La Rosa, 4",432
12576,"Calle Virgen Del Pilar, 26",427
12577,"Calle Pérez Galdós, 35",427
12578,"Calle Calvario, 7",428
12579,"Carretera Toledo, 100",429
12580,"Travesía De La Alcoba, 2",438
12581,"Plaza Constitucion, 7",437
12582,Calle Iglesia S/N,439
12583,Carretera N-430 S/N,429
12584,"Calle Barrio Nuevo, 22",439
12585,"Plaza Del Remedio, 11",427
12586,"Calle Santa Quiteria, 68",431
12587,Calle José Antonio S/N,427
12588,"Calle Covachuelas, 52",429
12589,"Calle Ramón Y Cajal, 30",440
12590,"Calle Emperador Trajano, 31",429
12591,"Calle San Marcos, 5",427
12592,"Calle Toledana, 70",432
12593,"Calle Sotillo, 11",427
12594,"Calle La Fuente, 14",427
12595,"Calle Santa Quiteria, 3",441
12596,"Calle Peribáñez C, 2",427
12597,"Callejón Navalices, 1",430
12598,"Calle Ua1-4, 1",427
12599,Urbanizacion Tabla De La Yedra S/N,429
12600,"Calle Nuestra Señora Del Rosario, 3",432
12601,"Plaza Chica, 4",438
12602,"Calle El Molino, 9",432
12603,"Calle Teniente Daoiz, 45",434
12604,"Calle Tablas De Daimiel, 6",431
12605,"Calle Abogado José Antonio, 5",427
12606,"Calle Tercia, 55",427
12607,"Avenida Juan Carlos I, 54",431
12608,E903 S/N,429
12609,"Los Montes, Ciudad Real",437
12610,"Calle La Fuente, 2",427
12611,"San Pablo, 3",427
12612,"Calle Tabla De La Yedra, 1",429
12613,"Calle Nuevo, 14",439
12614,"Calle Zarza, 13",428
12615,"Calle Fray Luis De León, 28",427
12616,"Calle Los Cipreses, 54",429
12617,"Paseo De La Estación, 11",427
12618,"Carretera Malagón C, 15",427
12619,"Calle Ancha, 3",427
12620,"Calle Cura Jesús, 1",434
12621,"Calle El Puerto, 33",432
12622,"Calle Santa Maria Egipciaca, 25",435
12623,"Calle Salida A Cabañeros, 59",440
12624,"Calle Del Río, 9",431
12625,"Carretera Daimiel, 10",427
12626,"Calle General Espartero, 36",427
12627,"Aldea Las Islas, 9",434
12628,"Calle Real, 2",430
12629,"Calle De D Luis Rodríguez Lazaro, 13",429
12630,"Calle Nueva, 7",427
12631,"Avenida 8 De Mayo, 2",439
12632,Camino Valdeborrachos S/N,427
12633,"Calle Piedrala, 5",427
12634,"Calle Hermanos Jiménez, 14",432
12635,"Plaza Mayor, 3",432
12636,"Calle Ciudad Real, 26",432
12637,"Calle San Marcos, 8",434
12638,"Calle Norte, 30",427
12639,"Plaza Carmen, 14",431
12640,"N-430, 275 Km",429
12641,Camino De Las Bellotas S/N,433
12642,"Calle Los Arrieros, 3",427
12643,"Cr-P-7222, 1989",432
12644,"Ronda Eras, 6",427
12645,"Calle Postas, 4",427
12646,"Calle La Fuente, 24",427
12647,"Camino Fuente La Teja, 100",433
12648,"Calle Valronquillo, 15",435
12649,Calle Luis Tassier,427
12650,"Calle Real, 3",430
12651,Avenida Del Santo,427
12652,"Calle Teresa Balmaseda, 11",427
12653,"Calle La Viña, 22",431
12654,"Nacional, 430",429
12655,"Calle Santo Tomás De Villanueva, 18",432
12656,"Calle General Sabariegos, 23",429
12657,"Polígono 13, 44 Parcela",427
12658,"Calle Guadalouivir, 21",429
12659,"Calle La Fuentevar, 18",429
12660,"Avenida Fundadores Cooperativa, 9",427
12661,"Calle Granada, 19",427
12662,Plaza Santo,427
12663,Cr-P-7211 S/N,429
12664,"Calle Antonio De La Fuente, 9",431
12665,"Calle Bernardo Balbuena, 19",432
12666,"Calle Luis Tassier, 15",427
12667,Calle Piedrala,427
12668,Calle Calderón De La Barca,427
12669,Carretera Toledo S/N,432
12670,Calle Clemencio Donaire,427
12671,Calle Aquilino Arribas Fernadez,427
12672,Calle Abogado José Antonio,427
12673,"Calle Tercia, 60",427
12674,"Calle Fuente, 14",438
12675,Calle San Sebastián,432
12676,Calle Pérez Galdós,427
12677,Avenida Juan Carlos I,431
12678,Echegaray,427
12679,Tercia,427
12680,Centro,431
