property_id,source,country,city,neighborhood,property_type,price_eur,area_m2,price_per_m2,bedrooms,bathrooms,floor,scraping_date
FUN_AMS_208,Funda,Netherlands,Amsterdam,Centrum,Canal House,4321261.6,247.97,17426.55,3,6,4,2025-09-02
FUN_AMS_209,Funda,Netherlands,Amsterdam,Centrum,Canal House,2258007.1,131.2,17210.42,7,6,8,2025-06-30
FUN_AMS_210,Funda,Netherlands,Amsterdam,De Pijp,Villa,8410929.14,435.16,19328.36,7,4,13,2026-04-17
FUN_AMS_211,Funda,Netherlands,Amsterdam,Jordaan,Villa,4232123.98,393.27,10761.37,7,5,15,2025-02-12
FUN_AMS_212,Funda,Netherlands,Amsterdam,Zuidas,Villa,1570601.6,191.4,8205.86,4,6,2,2025-10-13
FUN_AMS_213,Funda,Netherlands,Amsterdam,Oud Zuid,Luxury Apartment,2659562.08,274.97,9672.19,2,1,11,2025-08-24
FUN_AMS_214,Funda,Netherlands,Amsterdam,Jordaan,Loft,10000000.0,585.5,17079.42,7,2,6,2025-12-27
FUN_AMS_215,Funda,Netherlands,Amsterdam,Jordaan,Villa,2507148.17,282.17,8885.24,1,6,13,2026-03-05
FUN_AMS_216,Funda,Netherlands,Amsterdam,Zuidas,Luxury Apartment,2317595.14,128.95,17972.82,1,2,11,2025-08-02
FUN_AMS_217,Funda,Netherlands,Amsterdam,Jordaan,Luxury Apartment,6889499.39,532.49,12938.27,8,6,4,2025-06-22
FUN_AMS_218,Funda,Netherlands,Amsterdam,Oud Zuid,Canal House,755213.7,74.9,10082.96,5,1,4,2025-03-24
FUN_AMS_219,Funda,Netherlands,Amsterdam,Centrum,Villa,5658206.87,403.51,14022.47,7,6,14,2025-12-30
FUN_AMS_220,Funda,Netherlands,Amsterdam,Jordaan,Villa,4025076.87,381.8,10542.37,3,3,2,2025-11-13
FUN_AMS_221,Funda,Netherlands,Amsterdam,Centrum,Luxury Apartment,9076311.85,578.01,15702.69,7,2,2,2026-02-28
FUN_AMS_222,Funda,Netherlands,Amsterdam,Oud Zuid,Luxury Apartment,2506697.06,164.5,15238.28,1,3,13,2026-03-10
FUN_AMS_223,Funda,Netherlands,Amsterdam,De Pijp,Canal House,6748303.66,395.14,17078.26,4,3,5,2025-06-08
FUN_AMS_224,Funda,Netherlands,Amsterdam,Jordaan,Loft,1663468.62,194.82,8538.49,4,6,1,2026-05-21
FUN_AMS_225,Funda,Netherlands,Amsterdam,Oud Zuid,Canal House,7544302.66,662.43,11388.83,1,3,2,2025-07-23
FUN_AMS_226,Funda,Netherlands,Amsterdam,Zuidas,Luxury Apartment,8797095.42,682.61,12887.44,6,4,11,2026-01-15
FUN_AMS_227,Funda,Netherlands,Amsterdam,Zuidas,Canal House,3498696.26,352.17,9934.68,3,1,12,2025-12-16
FUN_AMS_228,Funda,Netherlands,Amsterdam,Oud Zuid,Canal House,10000000.0,623.13,16048.02,2,6,7,2025-03-24
FUN_AMS_229,Funda,Netherlands,Amsterdam,Zuidas,Loft,3430340.07,260.45,13170.82,6,4,4,2026-04-02
FUN_AMS_230,Funda,Netherlands,Amsterdam,Oud Zuid,Luxury Apartment,6162214.15,672.08,9168.87,4,5,2,2025-01-08
FUN_AMS_231,Funda,Netherlands,Amsterdam,Jordaan,Penthouse,2975613.85,337.45,8817.94,2,4,3,2025-10-23
FUN_AMS_232,Funda,Netherlands,Amsterdam,De Pijp,Penthouse,10000000.0,507.59,19700.94,2,1,5,2026-01-26
FUN_AMS_233,Funda,Netherlands,Amsterdam,Oud Zuid,Luxury Apartment,1121358.33,61.33,18284.01,2,5,15,2026-04-15
FUN_AMS_234,Funda,Netherlands,Amsterdam,Jordaan,Villa,3162139.16,283.5,11153.93,6,5,10,2026-03-25
FUN_AMS_235,Funda,Netherlands,Amsterdam,Centrum,Loft,4634846.98,500.33,9263.58,1,6,7,2025-07-12
FUN_AMS_236,Funda,Netherlands,Amsterdam,Jordaan,Loft,3984335.68,293.17,13590.53,7,1,7,2025-11-25
FUN_AMS_237,Funda,Netherlands,Amsterdam,Zuidas,Villa,8981738.32,521.63,17218.6,2,1,5,2025-04-13
FUN_AMS_238,Funda,Netherlands,Amsterdam,Oud Zuid,Penthouse,9567737.33,697.63,13714.63,2,3,10,2025-05-23
FUN_AMS_239,Funda,Netherlands,Amsterdam,Oud Zuid,Canal House,7009205.37,460.74,15212.93,3,4,4,2025-07-14
FUN_AMS_240,Funda,Netherlands,Amsterdam,Centrum,Penthouse,1149840.1,70.96,16204.06,7,4,6,2025-05-19
FUN_AMS_241,Funda,Netherlands,Amsterdam,De Pijp,Luxury Apartment,2913512.41,217.15,13417.05,2,2,2,2025-08-03
FUN_AMS_242,Funda,Netherlands,Amsterdam,Zuidas,Luxury Apartment,1643666.47,96.47,17038.11,5,2,1,2025-03-26
FUN_AMS_243,Funda,Netherlands,Amsterdam,Jordaan,Penthouse,5178847.87,391.11,13241.41,7,4,15,2026-04-13
FUN_AMS_244,Funda,Netherlands,Amsterdam,Zuidas,Villa,1030886.68,86.74,11884.79,1,5,6,2026-05-21
FUN_AMS_245,Funda,Netherlands,Amsterdam,De Pijp,Canal House,5906145.13,367.13,16087.34,3,4,4,2025-05-15
FUN_AMS_246,Funda,Netherlands,Amsterdam,Zuidas,Canal House,7794271.58,459.88,16948.49,8,2,14,2025-04-07
FUN_AMS_247,Funda,Netherlands,Amsterdam,Oud Zuid,Loft,2887479.66,178.73,16155.54,3,5,12,2026-05-05
FUN_AMS_248,Funda,Netherlands,Amsterdam,Centrum,Penthouse,10000000.0,631.28,15840.83,6,1,9,2025-11-29
FUN_AMS_249,Funda,Netherlands,Amsterdam,Oud Zuid,Villa,7046405.34,585.74,12029.92,7,3,11,2026-04-20
FUN_AMS_250,Funda,Netherlands,Amsterdam,Jordaan,Villa,4597600.48,402.58,11420.34,7,3,5,2025-12-04
